sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level
CRICKET,103.75,103.46,103.6,54.41,15.21,179.41,0.8939,1,0,0,0,0
HOCKEY,59.35,83.66,160.52,89.0,36.28,146.38,0.6213,1,1,1,0,2
TRACK,122.02,115.98,98.67,71.52,45.19,145.97,0.4698,1,1,1,1,2
BOXING,93.94,99.24,134.93,40.99,35.23,162.79,0.5358,0,0,1,1,2
OTHER,61.7,144.2,160.82,59.99,56.93,159.07,0.6662,0,0,1,1,2
WRESTLING,41.78,56.58,151.57,117.35,78.85,137.23,0.3427,1,1,1,1,3
BOXING,81.36,85.06,154.56,34.56,28.07,147.57,0.4603,1,1,1,1,2
SWIMMING,159.46,148.63,164.61,68.98,28.99,180.08,0.9922,0,0,0,0,0
VOLLEYBALL,72.96,104.13,95.92,100.5,58.67,151.43,0.4778,1,1,1,1,2
CRICKET,89.18,55.91,108.25,80.6,60.48,129.44,0.4278,0,1,1,1,3
RUGBY,113.79,146.34,115.61,31.29,23.88,177.57,0.7664,0,0,0,0,0
BASEBALL,84.4,96.15,141.18,73.97,22.09,164.74,0.782,1,0,0,0,1
HOCKEY,42.84,48.78,152.4,46.99,66.25,122.76,0.2939,1,1,1,1,3
RUGBY,75.66,87.71,117.49,78.36,64.48,149.7,0.5333,1,1,1,0,2
RUGBY,62.89,92.35,130.85,137.05,39.89,162.95,0.59,1,1,1,1,2
TENNIS,89.27,59.15,95.48,108.88,71.81,127.77,0.2196,1,1,1,1,3
AMERICAN_FOOTBALL,121.45,145.75,137.17,66.19,48.84,164.44,0.7066,0,1,0,0,1
AMERICAN_FOOTBALL,132.95,166.02,107.84,96.92,14.57,173.43,0.8128,0,0,0,0,0
BOXING,69.24,88.39,152.0,144.51,51.61,139.92,0.2383,1,1,1,0,3
SWIMMING,28.72,37.21,147.62,144.08,40.67,145.8,0.3978,1,1,1,0,3
RUGBY,140.71,108.72,128.3,58.76,14.29,156.88,0.5835,0,1,0,0,1
BASEBALL,59.73,124.73,110.91,59.97,34.26,152.65,0.5265,1,1,1,1,2
RUGBY,109.35,91.23,134.44,92.78,16.91,173.41,0.8651,0,0,1,0,0
BASKETBALL,84.64,153.23,109.69,82.43,10.01,163.12,0.8153,1,0,1,0,1
RUGBY,159.48,113.05,93.63,94.85,15.01,181.2,0.8972,0,0,0,0,0
CRICKET,100.58,156.91,96.96,98.69,20.21,166.5,0.7649,0,0,0,1,1
HOCKEY,88.79,98.62,118.65,73.3,0.94,167.0,0.8155,0,0,0,0,0
BASKETBALL,93.58,109.05,168.77,22.53,33.63,168.51,0.7882,0,0,0,0,0
TRACK,22.44,46.7,116.47,139.4,84.03,120.26,0.4637,1,1,1,1,3
VOLLEYBALL,83.73,90.58,157.16,92.45,34.01,181.64,0.824,0,0,0,0,0
CYCLING,152.53,120.15,142.76,65.25,23.11,172.54,0.9767,0,0,0,0,0
SWIMMING,48.82,36.89,145.54,75.34,64.15,133.31,0.3274,1,1,1,1,3
SWIMMING,102.78,124.18,83.99,68.69,57.45,151.06,0.654,1,1,1,0,2
WRESTLING,82.1,97.33,78.36,100.65,84.5,136.08,0.125,1,1,1,1,3
SWIMMING,82.76,90.28,114.75,90.23,45.33,150.26,0.6199,0,0,1,1,2
CRICKET,126.11,111.02,117.9,60.34,28.19,168.02,0.8766,0,0,0,0,0
CYCLING,131.82,72.43,117.6,67.25,52.29,146.1,0.4965,1,1,1,0,2
BADMINTON,141.99,99.08,100.27,66.65,15.39,173.07,0.7452,0,0,0,1,1
OTHER,83.76,56.45,119.52,86.14,66.15,136.31,0.2236,1,1,1,0,3
RUGBY,127.33,91.32,161.12,72.11,18.76,173.91,0.9398,0,0,0,0,0
WRESTLING,67.73,133.11,138.89,91.01,26.17,145.29,0.5412,1,1,1,1,2
TRACK,104.33,118.29,125.74,46.15,19.14,177.05,0.771,0,0,0,0,0
TRACK,116.93,135.34,102.85,33.77,55.48,147.18,0.5006,1,1,0,1,2
TRACK,67.02,65.72,139.91,44.3,71.43,135.69,0.2266,1,1,1,1,3
SWIMMING,109.05,107.59,126.72,106.68,63.07,149.4,0.5672,1,1,1,0,2
BASEBALL,144.82,142.21,109.4,75.55,21.84,162.02,0.7002,0,0,0,1,1
OTHER,132.3,114.61,148.17,31.77,26.76,157.3,0.787,1,1,0,0,1
CYCLING,142.62,99.36,103.88,77.03,31.81,155.31,0.7517,0,0,0,1,1
TENNIS,143.26,90.96,158.59,98.1,8.81,176.41,0.9452,0,0,0,0,0
TENNIS,122.59,134.62,81.57,135.26,47.6,157.56,0.5996,1,1,1,1,2
BASKETBALL,88.17,138.11,158.85,92.55,43.81,163.73,0.6099,1,0,1,1,2
BASEBALL,63.18,95.34,167.84,114.49,42.74,150.08,0.5174,1,1,1,0,2
VOLLEYBALL,146.89,117.0,164.13,28.2,14.4,175.01,0.8903,0,0,0,0,0
VOLLEYBALL,120.47,120.38,131.3,58.04,51.28,162.66,0.621,1,0,1,1,2
TENNIS,63.25,68.71,146.9,139.19,86.18,135.84,0.1064,1,1,1,1,3
AMERICAN_FOOTBALL,54.7,58.77,154.82,90.05,73.69,126.02,0.4254,1,1,1,1,3
RUGBY,126.0,79.55,100.64,109.85,28.4,149.31,0.4231,1,1,0,1,2
RUGBY,40.68,52.32,116.36,134.81,85.82,139.99,0.4583,1,1,1,1,3
GYMNASTICS,57.16,82.69,96.75,31.21,61.4,135.79,0.4403,1,1,1,1,3
BASKETBALL,120.23,135.37,130.4,102.63,64.06,147.16,0.6265,1,1,1,0,2
AMERICAN_FOOTBALL,81.22,118.62,117.58,27.73,27.82,166.13,0.5855,1,1,0,0,1
BADMINTON,80.94,110.03,128.06,60.67,25.51,164.89,0.614,1,0,1,0,2
SWIMMING,22.94,64.21,134.17,39.52,74.85,150.01,0.4009,1,1,1,1,3
SWIMMING,135.65,145.93,86.46,84.16,36.99,168.76,0.775,0,1,0,0,1
SOCCER,75.36,94.01,98.77,46.59,35.81,151.02,0.6202,1,0,1,1,2
OTHER,115.47,92.63,163.26,72.63,31.08,167.97,0.6513,0,1,0,0,1
TRACK,84.03,107.48,97.13,113.49,64.54,148.65,0.3672,1,1,1,1,3
HOCKEY,25.93,106.5,104.41,116.71,48.22,148.47,0.3234,1,1,1,1,3
OTHER,110.2,135.01,121.76,72.35,17.89,170.56,0.6477,0,1,0,0,1
TRACK,144.85,82.78,112.75,65.97,34.35,166.66,0.773,1,0,0,0,1
GYMNASTICS,118.61,100.26,98.32,124.04,33.23,155.92,0.5624,1,1,1,1,2
CRICKET,105.71,142.3,143.64,27.72,17.47,176.49,0.869,0,0,0,0,0
AMERICAN_FOOTBALL,83.85,128.94,134.44,67.72,31.98,150.99,0.4327,1,0,1,1,2
WRESTLING,113.86,120.36,167.84,57.28,62.69,161.68,0.507,0,0,1,1,2
AMERICAN_FOOTBALL,82.09,133.47,143.45,32.99,36.12,166.83,0.7266,0,0,0,0,0
TRACK,102.63,143.98,166.5,88.23,52.85,151.77,0.6047,0,1,0,1,2
BOXING,32.18,73.52,79.97,34.88,52.9,150.56,0.244,1,1,1,1,3
BASKETBALL,122.01,127.76,138.68,41.15,2.69,167.94,0.747,0,0,0,0,0
TENNIS,55.03,52.1,127.75,157.77,79.26,135.57,0.4125,1,1,1,1,3
TRACK,149.82,146.25,97.74,35.04,25.62,165.77,0.812,0,0,0,0,0
TRACK,110.42,133.82,125.98,74.43,54.28,160.07,0.6641,1,0,1,1,2
AMERICAN_FOOTBALL,156.67,126.51,146.06,39.76,3.47,175.45,0.8156,0,0,0,0,0
TENNIS,67.8,51.91,102.97,126.68,48.09,139.52,0.4531,1,1,1,1,3
BASKETBALL,148.35,82.51,113.35,87.57,49.59,173.25,0.7614,0,1,0,0,1
BASEBALL,60.95,50.48,112.21,141.76,78.06,150.12,0.2831,1,1,0,1,3
VOLLEYBALL,20.86,48.11,142.43,20.79,89.93,120.5,0.3194,0,1,1,1,3
BADMINTON,109.35,67.41,102.9,77.67,54.89,147.34,0.5013,1,0,0,1,2
SWIMMING,159.66,159.17,107.62,35.54,23.82,170.8,0.9615,0,0,0,0,0
SWIMMING,76.87,81.8,142.15,122.73,40.71,150.34,0.3049,1,1,1,1,3
OTHER,81.27,88.1,134.38,114.67,86.56,150.69,0.2149,0,1,1,1,3
CYCLING,72.72,91.76,149.37,97.31,64.09,153.92,0.5227,1,0,1,1,2
HOCKEY,117.25,104.99,136.53,46.97,45.63,146.9,0.4837,1,1,1,1,2
WRESTLING,99.96,98.08,86.57,87.7,24.98,163.74,0.6321,0,0,1,0,1
CRICKET,59.54,95.28,109.26,132.96,25.4,153.92,0.5114,1,1,0,0,2
CYCLING,73.31,107.97,136.9,22.35,37.02,159.73,0.6942,0,0,0,1,1
AMERICAN_FOOTBALL,90.44,168.08,98.96,38.74,28.18,171.08,0.9561,0,0,0,0,0
TRACK,126.22,129.42,111.6,83.26,39.1,172.4,0.6542,1,0,0,0,1
AMERICAN_FOOTBALL,86.6,37.5,90.84,51.33,76.58,139.18,0.3146,1,1,1,1,3
BADMINTON,92.94,55.78,86.16,92.34,89.7,134.72,0.3178,1,1,1,1,3
TRACK,123.1,88.22,96.37,92.21,48.73,161.14,0.6662,0,0,0,1,1
WRESTLING,103.59,158.6,124.33,84.44,33.39,173.36,0.9826,0,0,0,0,0
SWIMMING,86.25,71.16,108.73,78.97,74.63,122.51,0.1798,0,1,1,1,3
RUGBY,116.74,90.73,151.51,21.18,26.82,161.44,0.7545,0,0,1,1,1
TRACK,160.81,147.42,102.2,52.76,28.86,165.89,0.5868,1,0,1,0,1
WRESTLING,91.64,97.54,140.35,108.31,48.55,154.94,0.5251,1,1,0,0,2
HOCKEY,39.09,99.4,133.54,139.57,80.88,139.41,0.3038,1,0,1,1,3
GYMNASTICS,89.39,127.94,146.47,95.4,45.95,149.02,0.638,1,1,1,1,2
BASEBALL,150.46,129.6,138.36,48.74,21.48,168.55,0.6156,0,1,0,0,1
AMERICAN_FOOTBALL,125.74,125.67,123.79,58.42,14.28,159.18,0.7502,0,1,0,0,1
OTHER,89.74,56.03,119.24,39.88,46.74,123.7,0.2733,1,1,1,1,3
OTHER,68.16,53.17,142.15,102.29,45.32,135.74,0.2235,0,1,1,1,3
HOCKEY,164.47,145.03,95.21,90.67,45.12,157.86,0.806,0,0,1,1,1
SWIMMING,90.48,73.49,143.89,84.98,87.44,120.08,0.1138,0,1,1,1,3
VOLLEYBALL,157.49,146.54,108.63,116.17,40.96,171.06,0.7507,1,0,0,0,1
RUGBY,122.21,118.71,164.03,72.63,32.83,170.91,0.9285,0,0,0,0,0
BASEBALL,125.59,132.67,95.03,116.39,38.41,148.51,0.5958,0,1,1,0,2
CRICKET,98.28,104.45,119.98,84.43,40.76,166.31,0.7406,0,1,0,0,1
WRESTLING,91.66,123.45,84.33,66.21,58.29,161.38,0.6665,1,1,1,1,2
RUGBY,78.97,134.4,172.08,88.94,10.69,172.9,0.7027,0,0,0,0,0
BASEBALL,65.29,84.95,128.74,98.65,22.17,159.85,0.63,0,1,0,0,1
WRESTLING,76.33,141.98,122.66,104.22,28.69,158.52,0.7974,0,1,0,0,1
CYCLING,101.25,117.07,132.49,28.98,2.14,162.47,0.7116,0,0,0,0,0
HOCKEY,92.76,129.97,92.43,114.74,40.2,146.25,0.5841,0,0,1,1,2
VOLLEYBALL,129.83,100.66,121.98,119.66,18.87,174.35,0.7422,1,0,0,0,1
BASKETBALL,94.32,94.01,149.93,135.3,85.68,135.97,0.2224,1,1,1,1,3
WRESTLING,105.35,76.95,82.39,78.55,64.89,155.99,0.5187,1,1,1,1,2
RUGBY,24.54,45.32,154.89,111.81,86.89,122.43,0.4055,1,1,1,1,3
GYMNASTICS,84.34,44.3,90.11,29.66,69.49,134.2,0.3098,1,1,1,1,3
SOCCER,25.07,36.81,78.94,95.68,72.02,123.5,0.1517,0,1,1,1,3
CRICKET,135.0,76.98,151.78,69.75,60.35,149.0,0.6097,1,1,1,1,2
TENNIS,79.59,134.0,173.89,71.96,30.2,180.64,0.9757,0,0,0,0,0
TENNIS,90.09,119.6,125.7,81.95,9.85,170.16,0.8384,0,0,0,0,0
BOXING,133.97,101.86,121.6,98.99,37.34,180.63,0.8613,0,0,0,0,0
WRESTLING,144.07,97.24,152.68,52.75,23.67,163.51,0.6541,0,1,0,0,1
AMERICAN_FOOTBALL,55.66,117.22,135.98,117.86,52.39,161.03,0.5884,1,1,0,1,2
VOLLEYBALL,150.98,122.69,145.67,21.14,31.19,181.64,0.729,0,0,0,0,0
TENNIS,142.15,117.96,108.98,29.56,30.48,157.59,0.6703,1,1,0,0,1
HOCKEY,117.01,85.91,115.19,51.54,47.58,174.41,0.8188,0,1,0,0,1
VOLLEYBALL,67.2,143.13,148.11,120.33,33.71,155.86,0.4306,0,1,0,1,2
AMERICAN_FOOTBALL,152.73,130.83,131.3,85.89,34.18,174.4,0.7093,0,0,0,0,0
AMERICAN_FOOTBALL,157.0,110.24,119.38,54.53,29.23,178.75,0.8823,0,0,0,0,0
TENNIS,133.68,75.16,112.26,117.41,47.76,145.96,0.5217,1,1,0,1,2
OTHER,143.15,96.45,149.66,65.47,36.37,169.27,0.8021,0,0,0,0,0
AMERICAN_FOOTBALL,72.29,38.66,137.87,31.42,86.42,129.96,0.3789,1,1,1,1,3
TENNIS,110.13,103.5,113.35,43.27,17.34,164.84,0.5866,1,0,0,0,1
GYMNASTICS,150.66,91.74,140.84,44.91,10.4,171.44,0.6609,0,0,0,1,1
RUGBY,45.63,80.72,119.01,140.58,57.7,135.91,0.3731,1,1,1,0,3
TENNIS,124.79,105.44,108.11,129.84,50.98,162.5,0.5234,1,1,1,1,2
SOCCER,90.35,50.81,107.1,78.97,87.23,143.98,0.2244,1,1,1,1,3
BOXING,52.58,45.0,105.62,149.87,53.91,143.99,0.1741,1,1,1,1,3
CYCLING,149.04,121.63,90.1,51.53,36.51,168.39,0.7881,1,0,0,0,1
SOCCER,24.49,65.14,89.63,86.1,55.64,126.1,0.4225,0,1,1,1,3
RUGBY,120.87,120.45,139.22,21.39,37.91,146.88,0.5486,0,1,1,0,2
GYMNASTICS,122.34,132.28,100.81,101.6,53.87,150.75,0.5634,1,0,1,1,2
GYMNASTICS,50.06,103.64,81.66,50.91,50.56,148.17,0.2236,1,1,0,1,3
TRACK,128.07,112.73,167.29,74.82,41.51,173.74,0.766,1,1,0,0,1
BOXING,89.92,119.43,101.47,84.87,34.76,165.33,0.8121,0,0,0,0,0
BADMINTON,156.55,137.09,140.49,64.32,3.57,165.85,0.7455,0,0,0,0,0
CRICKET,73.13,143.4,101.12,73.31,44.84,155.34,0.5528,0,1,0,1,2
RUGBY,134.4,157.92,113.01,51.5,19.31,174.63,0.8587,0,0,0,0,0
BASEBALL,98.72,134.93,107.38,126.59,45.96,151.1,0.4314,1,0,0,1,2
VOLLEYBALL,65.19,109.46,103.45,133.94,54.38,145.4,0.625,1,1,1,1,2
WRESTLING,135.97,169.2,166.0,25.69,11.51,171.92,0.841,0,0,1,0,0
BASEBALL,72.82,104.29,94.99,76.94,85.52,134.37,0.4527,1,1,1,1,3
BASEBALL,143.76,106.42,91.8,134.03,43.67,147.97,0.4234,1,1,0,1,2
VOLLEYBALL,93.31,113.22,144.0,113.64,25.15,173.39,0.6361,0,0,1,1,1
AMERICAN_FOOTBALL,120.91,150.24,138.88,74.56,15.1,176.56,0.8082,0,0,0,0,0
OTHER,145.69,164.14,152.46,81.63,19.32,171.93,0.7362,0,0,0,0,0
BASEBALL,78.53,90.88,85.41,59.33,26.0,145.6,0.4574,1,1,1,1,2
TRACK,169.64,111.43,120.59,52.63,10.86,176.46,0.9818,1,0,0,0,0
CRICKET,114.17,132.14,94.13,95.06,16.28,155.14,0.7064,1,0,1,0,1
BOXING,67.65,132.01,165.18,25.17,22.36,164.26,0.7842,1,1,0,0,1
OTHER,65.93,84.17,154.39,38.89,83.79,123.95,0.1038,1,0,1,1,3
VOLLEYBALL,37.06,55.34,105.94,101.22,79.8,130.37,0.4243,1,1,0,1,3
SWIMMING,132.19,69.31,162.78,44.04,41.86,163.14,0.6191,1,1,1,0,2
TENNIS,48.04,72.65,143.82,20.34,72.57,139.12,0.242,1,1,1,1,3
WRESTLING,135.51,113.79,117.34,35.11,30.36,147.19,0.6411,1,1,1,1,2
OTHER,89.77,91.78,133.56,27.7,41.68,160.2,0.715,0,1,0,0,1
AMERICAN_FOOTBALL,116.89,94.88,118.36,92.09,13.43,179.98,0.9121,0,0,0,0,0
TRACK,140.1,114.54,152.31,83.89,9.87,170.73,0.8432,0,0,0,0,0
RUGBY,28.58,101.19,119.41,148.37,87.2,137.43,0.1337,1,1,1,1,3
HOCKEY,92.43,123.3,155.17,71.56,5.8,170.32,0.9998,0,0,0,0,0
BASKETBALL,108.85,129.96,102.77,133.45,48.64,162.61,0.6374,1,1,0,0,2
GYMNASTICS,71.03,136.94,117.54,20.25,49.63,155.61,0.7499,1,0,0,0,1
CRICKET,134.61,159.83,174.91,96.17,14.19,156.33,0.5818,0,0,0,1,1
AMERICAN_FOOTBALL,83.93,156.54,141.07,56.06,10.48,163.23,0.7086,0,0,0,0,0
BADMINTON,35.75,50.82,146.58,153.92,67.82,135.65,0.4716,1,1,1,1,3
VOLLEYBALL,50.18,75.24,89.72,116.23,57.75,133.82,0.3686,1,1,1,1,3
BADMINTON,119.36,109.64,120.28,52.42,12.44,174.9,0.719,0,0,0,0,0
TENNIS,109.69,144.8,95.06,63.17,57.08,163.92,0.6538,1,1,0,1,2
CRICKET,71.52,92.35,123.39,67.14,30.44,166.07,0.6933,0,1,0,0,1
SWIMMING,96.34,115.01,145.42,49.25,51.84,150.24,0.6744,1,1,1,1,2
TENNIS,50.45,53.58,117.24,101.42,67.76,134.85,0.1027,1,1,1,1,3
SOCCER,137.18,151.37,105.98,44.1,43.33,162.18,0.6262,0,1,0,0,1
BASEBALL,59.97,94.93,123.95,93.94,47.96,154.61,0.5837,0,0,1,1,2
BADMINTON,162.47,128.46,163.25,63.23,6.11,165.45,0.901,0,0,0,0,0
SOCCER,147.76,163.88,166.93,57.86,37.07,170.2,0.8833,0,0,0,0,0
CRICKET,130.56,93.89,92.69,98.46,12.97,174.23,0.6488,0,1,0,1,1
SOCCER,31.27,98.31,154.72,44.71,66.31,146.26,0.2583,1,1,1,1,3
SWIMMING,86.11,107.15,117.71,115.98,36.81,161.68,0.6699,1,1,0,0,1
TRACK,83.62,112.24,130.36,32.49,7.26,181.76,0.8386,0,0,0,0,0
GYMNASTICS,107.68,122.79,143.57,62.0,31.17,164.49,0.7199,0,1,0,0,1
WRESTLING,94.88,113.25,145.24,31.9,46.98,164.65,0.7391,0,1,0,0,1
BADMINTON,107.56,87.72,127.83,81.88,18.3,158.4,0.6582,0,0,0,1,1
TRACK,159.01,106.14,92.08,58.83,25.51,166.04,0.6337,0,1,0,0,1
BASEBALL,119.04,116.85,162.38,63.32,37.64,163.16,0.8106,0,0,0,1,1
OTHER,137.0,130.64,103.54,126.27,47.96,158.67,0.5385,1,1,0,1,2
WRESTLING,82.01,134.17,141.69,72.51,15.42,167.93,0.7002,1,0,0,0,1
SOCCER,56.41,134.1,133.46,115.79,49.14,154.68,0.4903,1,1,1,0,2
VOLLEYBALL,164.27,109.05,160.24,85.43,46.59,155.87,0.7565,1,0,0,0,1
BASEBALL,135.27,101.6,93.23,80.84,1.15,162.39,0.8321,0,1,0,0,0
BOXING,140.17,87.17,156.86,65.22,26.16,156.19,0.5854,0,1,0,1,1
WRESTLING,78.0,143.08,155.41,113.77,47.34,168.73,0.63,0,1,0,0,1
RUGBY,112.98,106.37,105.86,103.74,51.27,154.39,0.4983,1,1,1,0,2
CRICKET,54.59,95.64,130.95,33.2,51.3,143.94,0.2686,1,1,1,0,3
WRESTLING,142.92,119.85,136.31,31.92,14.59,167.57,0.6882,1,1,0,0,1
BASEBALL,69.39,163.66,165.31,94.23,10.84,174.36,0.6664,0,1,0,0,1
TENNIS,110.33,100.81,108.83,108.67,20.64,160.0,0.6061,1,1,0,0,1
GYMNASTICS,124.78,76.93,128.01,23.49,35.12,152.92,0.6599,1,1,0,1,2
RUGBY,93.54,100.59,163.1,56.87,34.3,145.22,0.4552,1,1,1,1,2
BASEBALL,98.11,94.15,130.38,28.84,28.43,146.47,0.679,1,1,0,1,2
BASEBALL,91.95,143.67,90.04,114.75,17.96,168.35,0.6329,0,0,0,1,1
SWIMMING,85.75,131.47,141.32,35.87,33.31,180.3,0.8806,0,0,0,0,0
BOXING,112.43,100.15,125.53,35.05,16.69,180.79,0.7825,0,0,0,0,0
BOXING,42.36,44.88,82.19,150.57,45.76,129.02,0.1714,1,1,1,1,3
BASKETBALL,86.12,93.66,119.53,34.27,23.19,165.07,0.717,0,0,0,0,0
CYCLING,81.22,100.89,97.05,92.42,56.96,148.83,0.6253,0,1,1,1,2
AMERICAN_FOOTBALL,103.62,174.98,116.47,84.49,29.36,180.24,0.7289,0,0,0,0,0
TENNIS,57.94,80.28,88.96,124.29,64.54,158.59,0.6242,1,1,0,0,2
OTHER,41.77,62.46,100.1,79.87,61.39,150.08,0.3387,1,1,0,1,3
BADMINTON,149.62,116.39,159.2,79.35,36.19,175.17,0.8117,0,0,0,0,0
RUGBY,85.63,85.48,87.4,55.43,62.24,162.51,0.5095,0,0,1,1,2
BASKETBALL,94.65,132.24,169.94,23.42,10.75,164.39,0.9888,0,0,0,0,0
BADMINTON,122.94,145.11,123.68,24.8,8.32,162.8,0.8687,0,0,0,0,0
WRESTLING,78.68,103.32,124.08,94.34,19.77,177.23,0.8957,0,0,0,0,0
AMERICAN_FOOTBALL,66.21,125.73,134.11,83.92,23.99,162.94,0.6901,0,1,0,0,1
SOCCER,111.81,123.66,122.71,33.79,15.85,167.73,0.7594,0,0,0,0,0
TRACK,127.47,105.82,93.58,82.03,40.71,173.5,0.6656,1,0,0,0,1
BASKETBALL,52.93,39.35,154.83,72.86,80.47,123.46,0.4844,1,1,1,1,3
TENNIS,77.38,94.15,165.69,59.34,64.02,148.14,0.4595,1,1,0,1,2
OTHER,165.04,140.34,149.64,70.57,31.73,175.97,0.7049,0,0,0,0,0
CYCLING,130.21,174.55,115.89,61.34,2.27,179.29,0.9892,0,0,0,0,0
VOLLEYBALL,82.16,86.11,114.28,77.52,17.65,164.75,0.6228,1,0,0,1,1
OTHER,91.42,45.37,144.18,20.55,65.45,131.07,0.4693,1,1,1,1,3
TRACK,53.01,64.8,124.35,102.28,46.12,137.28,0.1985,0,1,1,1,3
RUGBY,40.03,51.17,143.81,105.18,71.41,143.16,0.1258,1,1,1,1,3
BADMINTON,127.78,85.43,114.98,43.74,23.11,163.03,0.6838,0,1,0,1,1
SOCCER,56.44,81.41,128.23,91.75,40.03,127.67,0.3974,1,1,1,1,3
BASKETBALL,122.23,132.13,102.9,64.59,24.13,166.73,0.7347,0,0,0,0,0
VOLLEYBALL,76.02,110.07,104.02,42.99,20.43,179.89,0.9512,0,0,0,0,0
VOLLEYBALL,50.94,91.61,137.64,130.21,81.97,137.45,0.4206,1,1,1,1,3
VOLLEYBALL,26.66,36.07,151.11,104.89,48.15,146.68,0.1178,1,1,1,1,3
BASEBALL,138.1,95.48,123.93,54.66,29.12,168.14,0.81,0,0,0,0,0
BADMINTON,78.67,63.11,109.53,47.14,63.88,144.16,0.1339,1,1,1,1,3
BOXING,33.26,49.7,121.25,36.97,86.56,142.84,0.5112,0,1,1,1,3
TRACK,161.62,159.15,154.67,54.89,48.14,166.72,0.7688,0,1,0,0,1
AMERICAN_FOOTBALL,135.28,96.04,135.68,26.64,49.66,155.12,0.6446,0,0,1,1,1
BASEBALL,135.65,94.67,116.67,76.28,64.51,145.4,0.6048,1,0,1,0,2
BASEBALL,66.95,113.23,140.83,118.1,29.89,162.34,0.436,1,1,1,1,2
TRACK,49.43,72.03,142.0,155.7,55.11,130.75,0.3459,1,1,1,0,3
BOXING,105.76,68.44,156.44,88.27,43.41,145.17,0.4339,1,1,0,1,2
RUGBY,85.24,112.61,136.14,63.7,23.87,171.73,0.7464,0,0,0,0,0
GYMNASTICS,78.41,95.15,152.9,124.96,63.97,157.05,0.4911,1,1,0,1,2
WRESTLING,161.11,100.55,124.63,30.29,15.85,165.05,0.7527,0,0,1,1,1
VOLLEYBALL,81.4,165.0,136.06,94.42,16.33,169.75,0.7766,0,0,0,0,0
TENNIS,91.41,117.17,119.64,75.0,33.2,174.91,0.8027,0,1,1,0,1
SWIMMING,146.53,125.88,149.07,77.5,33.24,179.73,0.8157,0,0,0,0,0
TENNIS,115.91,106.6,122.97,32.86,3.08,165.92,0.8688,0,0,0,0,0
TENNIS,162.97,173.33,129.38,26.87,7.14,179.1,0.8681,0,0,0,0,0
HOCKEY,91.4,154.54,161.41,83.45,49.02,162.45,0.7469,0,0,1,1,1
BASKETBALL,144.55,99.25,160.54,53.63,28.81,152.49,0.4422,1,1,0,1,2
CYCLING,161.64,145.22,165.16,42.89,3.32,170.93,0.9611,0,0,0,0,0
RUGBY,95.88,129.63,139.17,25.1,35.29,154.0,0.6585,0,1,1,1,2
GYMNASTICS,90.26,121.89,102.71,34.68,3.06,177.16,0.7344,0,0,0,0,0
HOCKEY,156.3,155.7,91.83,45.63,49.96,171.82,0.5816,1,1,0,0,1
OTHER,76.54,103.78,139.08,97.12,30.72,162.07,0.8672,0,0,0,0,0
BASKETBALL,86.34,135.31,165.43,66.8,44.45,162.25,0.7524,0,1,0,0,1
TENNIS,138.13,90.75,158.79,61.31,0.88,168.81,0.9279,0,0,0,0,0
TRACK,115.41,160.65,123.14,75.3,9.03,181.12,0.9868,0,0,0,0,0
GYMNASTICS,135.32,108.35,101.35,44.87,21.14,173.69,0.6765,1,0,0,0,1
SWIMMING,155.19,120.47,104.04,110.4,47.36,155.84,0.7248,0,1,0,0,1
SWIMMING,40.72,103.74,92.56,21.5,57.77,127.02,0.4003,1,1,1,0,3
OTHER,80.28,124.65,100.38,70.47,33.86,170.91,0.9043,1,0,0,0,0
BADMINTON,38.77,68.18,124.69,126.64,85.98,148.37,0.1029,1,1,1,1,3
SWIMMING,95.03,125.81,90.89,109.22,39.23,171.84,0.7774,0,0,0,1,1
BASKETBALL,137.14,115.13,140.33,49.33,27.68,177.12,0.9593,0,0,0,0,0
BOXING,122.32,158.33,136.64,76.6,35.72,157.19,0.6689,0,0,1,1,1
CRICKET,46.96,55.59,112.74,103.66,70.83,147.87,0.2827,1,1,1,1,3
TENNIS,160.47,82.61,111.33,28.37,39.21,158.59,0.8007,0,1,0,0,1
SWIMMING,81.82,114.3,112.36,121.67,29.74,158.85,0.5891,1,1,1,1,2
VOLLEYBALL,128.34,144.38,106.61,57.26,37.94,146.11,0.5928,1,1,1,1,2
WRESTLING,106.91,153.71,131.46,45.58,4.01,175.52,0.9198,0,0,0,0,0
BOXING,79.72,130.85,115.07,23.11,28.64,169.43,0.7122,0,0,0,0,0
AMERICAN_FOOTBALL,95.93,66.91,84.23,76.85,53.47,164.59,0.4458,1,1,0,0,2
TENNIS,87.72,147.9,105.06,115.14,22.16,160.37,0.6472,1,1,0,0,1
BOXING,161.98,96.3,109.28,37.66,35.67,178.23,0.866,0,0,0,0,0
BASEBALL,135.54,166.57,161.57,22.66,30.91,174.8,0.7506,0,0,1,0,0
TRACK,122.59,139.71,90.54,21.39,32.13,157.01,0.6825,0,1,0,0,1
VOLLEYBALL,81.55,93.53,102.48,45.94,16.85,177.44,0.7592,0,0,0,0,0
VOLLEYBALL,121.68,165.86,156.14,43.88,18.55,173.1,0.73,0,0,1,0,0
WRESTLING,70.54,126.57,111.28,131.57,33.58,149.38,0.5838,1,1,1,1,2
